index,salle,identifiant,type_tresor,type_tresor_brut,type_item,item_brut,id_item,nom_item,montant,max_hits,quantity,x,y,z,exploitable
620,243,455,bloc ?,1,consommable,0x200E,14,Max Syrup Jar,1,1,0,691,465,168,1
621,243,470,haricot,0,consommable,0x2014,20,Heart Bean,0,0,0,544,519,104,1
622,243,214,haricot,0,consommable,0x2016,22,Power Bean,1,1,0,544,543,104,1
623,244,506,bloc ?,1,pieces,0xFFFC,,pieces,500,10,3,96,160,48,1
624,244,507,bloc ?,1,pieces,0xFFFB,,pieces,100,1,4,416,160,48,1
625,244,508,bloc ?,1,pieces,0xFFFC,,pieces,50,1,3,128,512,80,1
626,244,509,bloc ?,1,consommable,0x200E,14,Max Syrup Jar,1,1,0,460,496,128,1
627,245,460,bloc ?,1,equipement,0x4022,34,Surprising Socks,1,1,0,59,240,48,1
628,245,461,bloc ?,1,consommable,0x200F,15,Star Candy,1,1,0,49,328,48,1
629,245,462,bloc ?,1,pieces,0xFFFB,,pieces,100,1,4,533,188,64,1
630,246,443,bloc ?,1,consommable,0x2017,23,Retry Clock,1,1,0,767,160,120,1
631,246,444,bloc ?,1,pieces,0xFFFD,,pieces,10,1,2,911,150,64,1
632,247,469,haricot,0,consommable,0x2015,21,Special Bean,2,2,0,272,328,48,1
633,248,126,bloc brique,4,equipement,0x4078,120,Drumstick Ring,1,1,0,169,349,136,1
634,248,471,bloc brique,4,pieces,0xFFFB,,pieces,100,1,4,548,646,136,1
635,248,472,bloc brique,4,consommable,0x200F,15,Star Candy,1,1,0,642,646,136,1
636,249,496,haricot,0,consommable,0x2016,22,Power Bean,0,0,0,400,240,0,1
637,250,756,bloc brique,4,consommable,0x2004,4,Hot Drumstick,3,1,2,1164,362,120,1
638,251,491,bloc brique,4,pieces,0xFFFD,,pieces,10,1,2,454,272,0,1
639,251,492,bloc brique,4,equipement,0x405A,90,Ironclad Shell,1,1,0,949,396,176,1
640,251,497,haricot,0,consommable,0x2014,20,Heart Bean,0,0,0,560,248,0,1
641,251,505,haricot,0,consommable,0x2014,20,Heart Bean,1,1,0,952,440,112,1
642,251,632,bloc brique,4,consommable,0x2004,4,Hot Drumstick,2,1,1,146,448,0,1
643,252,493,bloc brique,4,consommable,0x2004,4,Hot Drumstick,1,1,0,673,394,48,1
644,252,498,haricot,0,consommable,0x2014,20,Heart Bean,0,0,0,160,376,152,1
645,252,499,haricot,0,consommable,0x2015,21,Special Bean,1,1,0,64,728,0,1
646,252,633,bloc brique,4,pieces,0xFFFE,,pieces,5,1,1,140,596,96,1
647,253,500,haricot,0,consommable,0x2016,22,Power Bean,0,0,0,72,216,96,1
648,254,501,haricot,0,consommable,0x2015,21,Special Bean,0,0,0,88,328,208,1
649,255,502,haricot,0,consommable,0x2016,22,Power Bean,0,0,0,64,336,24,1
650,255,503,haricot,0,consommable,0x2014,20,Heart Bean,1,1,0,304,696,32,1
651,255,634,bloc brique,4,pieces,0xFFFE,,pieces,5,1,1,280,600,0,1
652,255,635,bloc brique,4,pieces,0xFFFD,,pieces,10,1,2,724,672,0,1
653,256,543,haricot,0,consommable,0x2014,20,Heart Bean,0,0,0,54,316,152,1
654,257,494,bloc brique,4,equipement,0x406C,108,Red-hot Fangs,1,1,0,137,220,0,1
655,257,495,bloc brique,4,equipement,0x4054,84,Judge Shell,1,1,0,189,288,0,1
656,257,504,haricot,0,consommable,0x2014,20,Heart Bean,0,0,0,96,192,0,1
657,258,544,bloc ?,1,pieces,0xFFFF,,pieces,1,1,0,168,408,104,1
658,258,545,bloc ?,1,pieces,0xFFFE,,pieces,5,1,1,468,440,88,1
659,258,546,bloc ?,1,pieces,0xFFFF,,pieces,10,10,0,472,192,104,1
660,258,547,bloc ?,1,pieces,0xFFFF,,pieces,1,1,0,40,192,104,1
661,259,548,bloc ?,1,pieces,0xFFFE,,pieces,5,1,1,144,312,64,1
662,260,549,bloc ?,1,pieces,0xFFFF,,pieces,10,10,0,384,328,240,1
663,260,550,bloc ?,1,consommable,0x2000,0,Mushroom,3,1,2,688,328,96,1
664,261,551,bloc ?,1,pieces,0xFFFF,,pieces,10,10,0,412,368,272,1
665,261,552,bloc ?,1,pieces,0xFFFE,,pieces,5,1,1,552,368,298,1
666,262,553,bloc ?,1,pieces,0xFFFF,,pieces,5,5,0,280,560,264,1
667,262,554,bloc ?,1,consommable,0x2000,0,Mushroom,1,1,0,104,560,80,1
668,263,555,bloc ?,1,consommable,0x2010,16,1-Up Mushroom,3,1,2,696,176,80,1
669,264,556,bloc ?,1,consommable,0x2000,0,Mushroom,3,1,2,184,352,288,1
670,265,557,bloc ?,1,consommable,0x200B,11,Syrup Jar,3,1,2,440,160,96,1
671,266,541,bloc ?,1,pieces,0xFFFE,,pieces,25,5,1,80,176,112,1
672,266,542,bloc ?,1,consommable,0x200B,11,Syrup Jar,3,1,2,928,176,112,1
673,267,558,bloc brique,4,pieces,0xFFFB,,pieces,100,1,4,144,446,0,1
674,267,559,bloc brique,4,consommable,0x2006,6,TNT Drumstick,1,1,0,116,360,16,1
675,267,560,bloc brique,4,consommable,0x2012,18,Refreshing Herb,3,1,2,396,288,32,1
676,267,561,bloc brique,4,consommable,0x200E,14,Max Syrup Jar,1,1,0,116,200,48,1
677,268,562,bloc brique,4,pieces,0xFFFB,,pieces,100,1,4,204,1604,344,1
678,268,563,bloc brique,4,consommable,0x200F,15,Star Candy,1,1,0,204,1604,920,1
679,269,564,bloc brique,4,pieces,0xFFFB,,pieces,100,1,4,58,1604,344,1
680,269,565,bloc brique,4,consommable,0x200E,14,Max Syrup Jar,1,1,0,58,1604,920,1
681,270,566,bloc brique,4,pieces,0xFFFB,,pieces,100,1,4,176,480,0,1
682,270,567,bloc brique,4,consommable,0x2006,6,TNT Drumstick,3,1,2,360,664,0,1
683,270,568,bloc brique,4,consommable,0x2017,23,Retry Clock,1,1,0,180,276,0,1
684,270,569,bloc brique,4,consommable,0x200F,15,Star Candy,1,1,0,332,276,0,1
